Lat,Lon,Country,Capacity (MW),Wind turbine number,,Name,Stage
-42.40159053,-69.27920433,Argentina,1350,NA,,Central Eolica Gastre,En construccion
-42.68384,-65.31628,Argentina,150,42,,Parque Eolico Puerto Madryn II,Operativo
-38.85763889,-68.88630556,Argentina,125,50,,Los Meandros,En construccion
-37.142972,-59.7715,Argentina,123,32,,Los Teros I,Operativo
-46.592444,-67.648611,Argentina,121.8,29,,Caadon Leon,En construccion
-38.222472,-58.138806,Argentina,100.8,24,,Fray Gen,En construccion
-39.755444,-69.737306,Argentina,100.5,29,,Vientos Neuquinos,Operativo
-38.30557327,-68.75152504,Argentina,100,NA,,Parque Eolico Aelo II,Indeterminado
-38.35704814,-68.61883239,Argentina,100,NA,,Parque Eolico Aelo I,Indeterminado
-28.6684,-66.7524,Argentina,100,38,,Parque Eolico Arauco Sapem II,Operativo
-47.28167,-67.0227,Argentina,100,30,,Parque Eolico Del Bicentenario I,Operativo
-38.67412226,-62.03765941,Argentina,100,29,,Parque Eolico Corti I,Operativo
-38.304778,-62.243222,Argentina,100,27,,El Mataco I y San Jorgue (tambien llamado Tres Picos),Operativo
-39.55923,-65.7414,Argentina,100,26,,Parque Eolico Pomona I,Operativo
-38.346639,-62.309917,Argentina,100,24,,El Mataco I y San Jorgue (tambien llamado Tres Picos),Operativo
-38.63269012,-62.71324747,Argentina,99,32,,Parque Eolico La Castellana,Operativo
-45.65424,-67.78497,Argentina,99,30,,Parque Eolico Manantiales Behr,Operativo
-38.210028,-58.028972,Argentina,98.6,29,,Miramar,Operativo
-46.63425,-68.3925,Argentina,97.2,27,,Los Hercules,Operativo
-38.572,-61.9455,Argentina,86.62,21,,Parque Eolico La Genoveva I,Operativo
-42.585806,-65.158417,Argentina,83.2,19,,Chubut Norte IV,En construccion
-38.3621,-62.2249,Argentina,79.8,25,,Parque Eolico Energetica I (Tambien llamado Vientos Bonaerenses),Operativo
-33.2311,-65.0725,Argentina,79.8,21,,Parque Eolico Budweiser (Achiras II),Operativo
-42.69497,-65.22211,Argentina,70,20,,Parque Eolico Puerto Madryn I,Operativo
-42.624611,-65.278083,Argentina,61.2,17,,El Lano II,En construccion
-37.53789,-64.64749,Argentina,60,NA,,Parque Eolico General Acha,En construccion
-33.236361,-65.054611,Argentina,57,15,,Manque,En construccion
-42.585806,-65.158417,Argentina,56.9,13,,Chubut Norte III,En construccion
-40.00920087,-62.64865569,Argentina,54,16,,Parque Eolico Villalonga,Operativo
-42.624611,-65.278083,Argentina,53.2,14,,El Lano III,En construccion
-38.752583,-61.785472,Argentina,53.2,14,,Pampa III (tmb llamado de la Bahia),Operativo
-38.69216,-62.00005,Argentina,53,14,,Parque Eolico Pampa Energia II,Operativo
-28.715028,-66.744861,Argentina,52,26,,Arauco IV,Operativo
-37.1,-59.83675,Argentina,52,13,,Los Teros II,Operativo
-43.021194,-65.210167,Argentina,51.2,16,,Loma Blanca II,Operativo
-43.049417,-65.164,Argentina,51.2,16,,Loma Blanca III,Operativo
-43.013722,-65.129944,Argentina,51.2,16,,Loma Blanca I,Operativo
-43.0907,-65.2298,Argentina,51,17,,Parque Eolico Loma Blanca IV,Operativo
-44.980389,-67.055944,Argentina,50.4,14,,Malaspina,Operativo
-42.624611,-65.278083,Argentina,50.4,14,,El Lano,Operativo
-42.6342,-65.2716,Argentina,50.4,14,,Parque Eolico Aluar Etapa I,Operativo
-39.21428,-62.5674,Argentina,50,20,,Parque Eolico Vientos del Secano,Operativo
-43.3522,-65.1734,Argentina,48.6,27,,Parque Eolico Rawson I,Operativo
-33.2082,-65.09007,Argentina,48,15,,Parque Eolico Achiras,Operativo
-38.5263,-61.9243,Argentina,41.8,11,,Parque Eolico La Genoveva II,Operativo
-38.6131,-58.8242,Argentina,38,11,,Parque Eolico Vientos de Necochea,Operativo
-37.48588,-64.76316,Argentina,36.75,11,,Parque Eolico La Banderita,Operativo
-43.3522,-65.1734,Argentina,28.8,16,,Parque Eolico Rawson II,Operativo
-42.5869907,-65.15766277,Argentina,28.35,8,,Parque Eolico Chubut Norte I,Operativo
-45.7458,-67.6953,Argentina,27.6,9,,Parque Eolico Diadema II,Operativo
-42.585806,-65.158417,Argentina,26.3,6,,Chubut Norte II,Operativo
-28.697694,-66.757889,Argentina,25.2,12,,Arauco III,Operativo
-28.6684,-66.7524,Argentina,25.2,12,,Parque Eolico Arauco Sapem I,Operativo
-47.31623,-66.97038,Argentina,25.2,5,,Parque Eolico Del Bicentenario II,Operativo
-44.5552294,-66.48117294,Argentina,24.15,7,,Parque Eolico Garayalde,Operativo
-43.37672,-65.18929,Argentina,24,12,,Parque Eolico Rawson III,Operativo
-33.213661,-65.062283,Argentina,22.8,6,,Los Olivos,En construccion
-45.809139,-68.057361,Argentina,20.4,6,,Kosten parte 2,Operativo
-38.34568,-62.20986,Argentina,19.15,5,,Parque Eolico Energetica I - Fase II (Tambien llamado Vientos Bonaerenses),Operativo
-45.8467,-67.4964,Argentina,16.56,18,,Parque Eolico Antonio Moran,Operativo
-38.6178,-62.76278,Argentina,14.4,4,,Parque Eolico La Castellana II,Operativo
-39.60256,-65.77978,Argentina,11.7,3,,Parque Eolico Pomona II,Operativo
-38.40804783,-62.27025363,Argentina,10,4,,Parque Eolico Garcia del Rio,Operativo
-29.4182,-63.71044,Argentina,8,4,,Parque Eolico El Jume,Operativo
-45.74583,-67.69508,Argentina,6.3,7,,Parque Eolico Diadema ,Operativo
-45.809139,-68.057361,Argentina,3.6,1,,Kosten parte 1,Operativo
-40.03987,-62.65965,Argentina,3.45,NA,,Parque Eolico Villalonga II,Operativo
-45.8507,-67.9081,Argentina,3,2,,Parque Eolico El Tordillo,Operativo
-46.806972,-67.981083,Argentina,2.4,4,,Parque Eolico Jorge Romanutti (Tmb llamado Pico Truncado),Operativo
-39.2291,-62.6497,Argentina,2.2,2,,Parque Eolico Mayor Buratovich,Operativo
-38.7833,-61.8984,Argentina,1.8,4,,Punta Alta - Centenario,Operativo
-35.977972,-57.448722,Argentina,1.5,1,,Cerro de la Gloria,En construccion
-37.7,-63.17,Argentina,0.75,1,,Darregueira,Operativo
-38.859972,-60.079972,Argentina,0.75,1,,Claromeco,Operativo
-38.929972,-69.209972,Argentina,0.4,1,,Parque eolico Cutral co,Operativo
-45.929972,-67.579972,Argentina,0.4,1,,Rada Tilly,Operativo
-37.329972,-59.14,Argentina,0.4,1,,Tandil,Operativo
-38.60425,-58.79047,Argentina,0.25,11,,Parque Eolico Necochea,Operativo
-30.188667,-69.283028,Argentina,0.2,1,,Veladero,Operativo
-18.374721,-63.117696,Bolivia,54,15,,Parque Eolico El Dorado,En construccion
-17.811585,-62.830811,Bolivia,39.6,11,,Parque Eolico San Julian,En construccion
-17.632664,-65.276431,Bolivia,24,8,,Proyecto Eolico De Energia Renovable Qollpana Fase Ii,Operativo
-17.524137,-63.130927,Bolivia,14.4,4,,Parque Eolico Warnes,En construccion
-17.629296,-65.283101,Bolivia,3,2,,Proyecto Eolico De Energia Renovable Qollpana Fase I,Operativo
-4.623278,-37.688444,Brazil,NA,NA,,Ventos de Horizonte,Operativo
-6.25,-34.479972,Brazil,NA,NA,,Seatwirl - Crest,NA
-3.252361,-39.2525,Brazil,29 900,13,,Santos Energia (Sao Cristovao),Operativo
-7.36475,-40.565333,Brazil,29 700,11,,Santo Amaro do Piaui,Operativo
-5.534778,-35.815056,Brazil,29 700,11,,Santa Maria copel (Complexo Brisa Potiguar - Potiguar 2 - Ventos de Santo Uriel),Operativo
-4.765944,-37.291417,Brazil,29 400,14,,Santo Inacio III,Operativo
-3.252361,-39.2525,Brazil,27 600,12,,Santos Energia (Santo Antonio de Padua),Operativo
-4.747556,-37.3075,Brazil,23 100,11,,Santo Inacio IV,Operativo
-3.246944,-39.260222,Brazil,16 100,7,,Santos Energia (Sao Jorge),Operativo
-30.48,-50.049972,Brazil,6507,NA,,Ventos Do Sul,Planificado
-22.329972,-40.92,Brazil,5008,NA,,Ventos Do Atlntico,Planificado
-29.859972,-49.759972,Brazil,3000,NA,,aguas Claras,Planificado
-21.879972,-40.59,Brazil,3000,NA,,Maravilha,Planificado
-22.649972,-41.479972,Brazil,2820,NA,,Ventos Fluminenses,Planificado
-4.94,-35.859972,Brazil,2484,NA,,Ventos Potiguares,Operativo
-21.559972,-40.679972,Brazil,2330,NA,,Aracatu I,Planificado
-21.37,-40.63,Brazil,2330,NA,,Aracatu II,Planificado
-22.079972,-40.64,Brazil,2160,NA,,Au,Planificado
-4.889972,-36.02,Brazil,2011,NA,,Marai,Planificado
-4.969972,-35.67,Brazil,1835,NA,,Alisios Potiguares,Planificado
-21.289972,-40.689972,Brazil,1440,NA,,Votu Winds (o Espirito Santo),Planificado
-2.7,-41.479972,Brazil,1395,NA,,Palmas Do Mar,Planificado
-30.019972,-49.869972,Brazil,1245,NA,,Ventos Litorneos,Planificado
-2.77,-41.06,Brazil,1200,NA,,Camocim,Planificado
-10.44202226,-40.46165762,Brazil,1038,NA,,Complexo Rio do Vento,En construccion
-2.77,-41.539972,Brazil,999,NA,,Vento Tupi,Planificado
-2.959972,-39.649972,Brazil,720,NA,,Asa Branca 1 - CEMAB 1,Planificado
-7.28207638,-40.45628468,Brazil,660,NA,,Complexo Salitre,Planificado
-6.508410698,-36.34575427,Brazil,660,NA,,Complexo Picui,Planificado
-8.71592499,-41.42087958,Brazil,653.55,230,,Lagoa dos Ventos,Operativo
-5.80942547,-36.23400574,Brazil,632.4,NA,,Complexo Ventos de So Ricardo,Planificado
-4.969972,-35.689972,Brazil,624,NA,,Pedra Grande,Planificado
-11.32945525,-38.80453795,Brazil,582.8,NA,,Complexo Tucano,Planificado
-3.58,-38.609972,Brazil,576,NA,,Ceara BI - Energia,Planificado
-9.03966164,-41.75274866,Brazil,566.5,103,,Complexo Oitis,En construccion
-11.420806,-42.16825,Brazil,518,91,,Stakraft - Ventos de Santa Eugenia,Planificado
-5.86945397,-36.13757046,Brazil,504,NA,,Ventos de Santa Leia,Planificado
-6.99685254,-36.89395118,Brazil,471,NA,,Complexo Chafariz,En construccion
-10.9562976,-42.56218063,Brazil,465,NA,,Complexo Ventos de So Vitor,En construccion
-5.51854552,-36.22985297,Brazil,434,NA,,Conjunto Santo Agostinho,Planificado
-14.6949261,-42.63128267,Brazil,420,NA,,Complexo Serra das Almas,Planificado
-14.12959332,-42.55965544,Brazil,386.1,230,,Complexo Alto Serto II,Operativo
-10.67947732,-41.5206307,Brazil,360,NA,,Complexo Umburanas,Operativo
-10.32267124,-40.43672213,Brazil,344,82,,Folha Larga Norte,Operativo
-5.49238364,-36.25531276,Brazil,319.2,NA,,Complexo Monte Verde,Planificado
-14.165043,-42.488247,Brazil,294.4,184,,Complexo Alto Serto I,Operativo
-5.12714462,-37.03678143,Brazil,291,NA,,Ventos Serra do Mel I e II,Operativo
-5.104682,-36.023721,Brazil,256.4,78,,So Fernando,Operativo
-7.02674981,-36.74294326,Brazil,242,NA,,Serra do Serido,Planificado
-11.066677,-41.328388,Brazil,223,95,,Complexo Serra da Babilnia,Operativo
-8.0125,-40.690444,Brazil,215,49,,Ventos do Piaui (o Voltorantin) Parte 2,En construccion
-33.53570277,-53.30120436,Brazil,207,69,,Santa Vitoria do Palmar (12 partes Aura Mangueira IV Vi VII XI XII XIII XV XVII Aura Mirim II IV VI VIII),Operativo
-5.18127369,-35.78058945,Brazil,206,49,,Cumaru,Operativo
-8.00310577,-40.61146999,Brazil,205.9,98,,Complexo Ventos do Piaui I,Operativo
-3.30767441,-39.39025422,Brazil,205,49,,Serrote,Operativo
-7.706,-40.906417,Brazil,195.5,85,,Ventos do Araripe (8 partes Ventos de Santo Augusto II VI VII VIII Ventos de Santo Estevo I Ventos de So Virgilio I Ventos do Santo Onofre IV),Operativo
-8.68413507,-41.62373545,Brazil,195,65,,Complexo Lagoa do Barro (7 partes),Operativo
-10.69043933,-41.20533502,Brazil,192,NA,,Pedra Pintada I - IV,Planificado
-5.2431668,-35.89882636,Brazil,188.5,90,,Santa Clara I II III IV V y VI,Operativo
-8.79690443,-36.73376938,Brazil,182,107,,Ventos de Santa Brigida,Operativo
-5.67592083,-36.10175167,Brazil,180.6,NA,,Complexo JerEUAalem,En construccion
-5.10540384,-35.90172351,Brazil,180.6,86,,Complexo Cutia,Operativo
-5.37436111,-35.86825,Brazil,174,109,,Complexo Morro dos Ventos (I II III IV IX VI),Operativo
-11.58741408,-41.22852865,Brazil,172,86,,Morro do Chapeu (6 fases),Operativo
-11.163778,-42.670639,Brazil,170.5,58,,Assurua (7 partes),Operativo
-5.07267646,-35.888,Brazil,170,106,,Ventos Potiguares,Operativo
-10.379889,-41.618667,Brazil,160,NA,,Fazenda Floresta,Operativo
-10.379694,-41.618583,Brazil,160,NA,,Fazenda Belmonte,Operativo
-10.317722,-41.526139,Brazil,160,NA,,Fazenda Melancia,Operativo
-10.330083,-41.434694,Brazil,160,NA,,Fazenda Alegre,Operativo
-5.361155,-36.472255,Brazil,159.6,NA,,Complexo Afonso Bezerra,En construccion
-13.47775445,-42.57797775,Brazil,159.2,NA,,Complexo Tanque Novo,Planificado
-5.91373216,-36.15622061,Brazil,155.4,NA,,Santa Rosa e Mundo Novo,En construccion
-5.12430556,-36.38330556,Brazil,151.8,92,,Alegria (fases I y II),Operativo
-10.47361786,-40.52396426,Brazil,151,36,,Folha Larga Sul,Operativo
-5.273013,-35.867511,Brazil,150,75,,Complexo Renascena (I II III IV V o Eurus),Operativo
-5.52300494,-35.42852864,Brazil,145.8,54,,Complexo do Riacho,Operativo
-8.91557238,-36.77560354,Brazil,142,80,,Complexo Serra das Vacas,Operativo
-3.87952688,-41.15337075,Brazil,141,77,,Complexo Ventos de Tiangua (Ventos do Parazinho Tiangua Norte),Operativo
-10.95819775,-41.23343433,Brazil,137,NA,,Babilnia,Operativo
-3.36994474,-39.26209818,Brazil,136,65,,Complexo Faisa (5 partes),Operativo
-11.115278,-42.669889,Brazil,132.5,NA,,Laranjeiras I II III IX V,Operativo
-6.02493709,-36.51203738,Brazil,132,64,,Complexo Echo 2,Operativo
-4.432056,-37.847194,Brazil,123,41,,Dos ventos (partes I a V: Fatima Jandaia Jandaia I San Januario Sao Clemente),Operativo
-7.952306,-40.561278,Brazil,123,28,,Ventos do Piaui (o Voltorantin) Parte 1,En construccion
-3.27065252,-39.39626156,Brazil,121.8,NA,,Complexo Serra do Mato,En construccion
-5.342078,-36.039595,Brazil,120,60,,Baixa do Feijo,Operativo
-30.32652811,-50.32337885,Brazil,120,40,,Complexo Atlntica,Operativo
-5.35434917,-35.93354673,Brazil,115,56,,Complexo Campos dos Ventos (I II II y IV),Operativo
-2.721,-42.541778,Brazil,108,NA,,Delta (5 I 5 II 6 I 6 II),Operativo
-5.125972,-35.640917,Brazil,108,NA,,So Miguel do Gostoso,Operativo
-5.32567041,-35.73408378,Brazil,105,NA,,Aventura II - V,Operativo
-2.917508017,-41.03143526,Brazil,105,50,,Praia Formosa,Operativo
-5.17395459,-36.3023717,Brazil,104,52,,Mangue Seco (I II III V),Operativo
-5.13275004,-37.02206593,Brazil,101,NA,,Complexo Echo 3,Operativo
-10.10808644,-38.75524695,Brazil,99,NA,,Canudos,Planificado
-9.84970469,-41.05651947,Brazil,98.7,26,,Complexo Sento Se II (2 partes Morro Branco I Mussamb,Operativo
-5.085554,-37.074243,Brazil,97,NA,,Complexo Echo 6,En construccion
-12.340912,-42.337188,Brazil,95.2,57,,Complexo Brotas de Macaubas (Macaubas Novo Horizonte y  Seabras),Operativo
-5.11060381,-35.92790604,Brazil,94,NA,,Complexo Eolico So Bento,Operativo
-5.28818687,-37.12987212,Brazil,93.5,NA,,Potiguar B,Operativo
-4.98766654,-36.92874962,Brazil,93,31,,Complexo VamCruz,Operativo
-5.252722,-36.071806,Brazil,92.3,NA,,Caiarado Norte,En construccion
-9.86384384,-41.10417464,Brazil,90,NA,,Complexo Sento Se I,Operativo
-14.46886215,-42.58355855,Brazil,90,45,,Caetite (1 2 y 3),Operativo
-13.968833,-41.550611,Brazil,90,45,,Cristalndia I II III,Operativo
-11.793699,-41.397274,Brazil,89.7,39,,Cristal,Operativo
-8.0065,-40.637833,Brazil,88.2,NA,,Ventos de So Vicente 9-11,Operativo
-5.41830211,-35.98613113,Brazil,88,38,,Complexo Echo 1,Operativo
-3.93213177,-41.02664628,Brazil,86.1,NA,,Complexo Bons Ventos (5 partes),Operativo
-5.49281996,-36.00362986,Brazil,85,41,,Complexo Echo 4,Operativo
-11.434639,-42.508028,Brazil,85,34,,Capoeiras I II III,Operativo
-9.065,-38.129972,Brazil,80,34,,Fontes Dos Ventos,Operativo
-5.422111,-35.852056,Brazil,78.2,34,,Macacos,Operativo
-5.09730598,-37.10533935,Brazil,76,NA,,Complexo Echo 7,Operativo
-3.02740911,-39.62090699,Brazil,75.6,28,,Complexo Amontada (Ilha Grande o Amontada III Riberao o Amontada II),Operativo
-5.033389,-36.964722,Brazil,75,25,,Vila Para I II III,Operativo
-30.073972,-50.187944,Brazil,71.3,31,,Elebras Cidreira 1 (o Tramandai),Operativo
-4.562722,-37.769083,Brazil,69.3,33,,Pitombeira (Energia dos Ventos) 3 partes,Operativo
-5.12202,-36.476592,Brazil,68.47,41,,Miassaba 3,Operativo
-14.45136197,-42.65047171,Brazil,68,NA,,Complexo Pindai I,Operativo
-14.392944,-42.618528,Brazil,66,33,,Guirapa,Operativo
-3.096108,-39.600813,Brazil,65.1,39,,Complexo Icarai,Operativo
-5.062611,-36.050083,Brazil,63,NA,,So Miguel I II III,Operativo
-5.121215,-36.163266,Brazil,60.1,36,,Rei dos Ventos 3,Operativo
-10.632361,-40.685861,Brazil,60,30,,Formoso I II (o Formosa Complex),Operativo
-4.950444,-36.993278,Brazil,60,20,,Carcara 1 y 2,Operativo
-30.26484803,-50.78338279,Brazil,59.2,22,,Pontal (3 partes),Operativo
-5.22620707,-35.78523117,Brazil,58.8,NA,,Complexo Eolico So Benedito,Operativo
-4.46705037,-37.75771695,Brazil,58.8,32,,Canoa Quebrada,Operativo
-10.5066865,-41.48676691,Brazil,58.75,NA,,Complexo Sento Se III,Operativo
-5.102972,-36.191472,Brazil,58.4,35,,Rei dos Ventos 1,Operativo
-5.226194,-35.785222,Brazil,57.4,14,,Ventos de So Benedito (partes I y II),Operativo
-5.29366049,-35.78931672,Brazil,56.7,NA,,Complexo So Benedito,Operativo
-5.433116,-35.890719,Brazil,56.5,24,,Modelo,Operativo
-13.91798451,-42.62044581,Brazil,56.4,24,,Curva dos Ventos,Operativo
-3.06602273,-39.59692932,Brazil,54.6,26,,Complexo Icaraizinho,Operativo
-14.141472,-42.478333,Brazil,54.4,32,,Caetite A B y C,Operativo
-5.53873532,-35.9957913,Brazil,53,24,,Complexo Echo 5,Operativo
-29.942111,-50.297583,Brazil,50,NA,,Sangradouro,Operativo
-29.969583,-50.290194,Brazil,50,25,,Osorio (o Ventos do Sul),Operativo
-29.999639,-50.289694,Brazil,50,25,,Los Indios 1,Operativo
-4.560508041,-37.76995674,Brazil,50,24,,Bons Ventos (Complexo parte 1),Operativo
-5.32,-35.38,Brazil,49.6,62,,Rio do Fogo (RN 15),Operativo
-9.886889,-41.120694,Brazil,48.5,NA,,Baraunas XV,En construccion
-2.997778,-39.7425,Brazil,48.3,23,,Pedra Cheirosa I-II,Operativo
-12.024194,-41.497944,Brazil,47.7,9,,Ventos da Bahia XXVII,Operativo
-12.130861,-41.291417,Brazil,47.7,9,,Ventos da Bahia XIII,Operativo
-12.130861,-41.291417,Brazil,47.7,9,,Ventos da Bahia XXIII,Operativo
-11.134972,-42.653472,Brazil,47.5,19,,Curral de Pedras I II,Operativo
-33.717361,-53.416694,Brazil,46,23,,Minuano I y II,Operativo
-30.447806,-50.409861,Brazil,45.3,21,,Fazenda Rosario 1 2 y 3 (omplejo Palmares),Operativo
-2.852667,-39.976889,Brazil,42,28,,Volta do Rio,Operativo
-3.433861,-38.989389,Brazil,42,21,,Dunas de Paracuru,Operativo
-9.886889,-41.120694,Brazil,41.5,NA,,Baraunas IV,En construccion
-3.259667,-39.281583,Brazil,37.8,14,,Santa Mnica (Ceara) parte Cacimbas I,Operativo
-6.046278,-36.555111,Brazil,36,18,,Macambira I II,Operativo
-10.811111,-36.931528,Brazil,34.5,23,,Barra dos Coqueiros,Operativo
-5.337306,-36.110889,Brazil,32.9,15,,Aroeira  ,Operativo
-5.411444,-36.08375,Brazil,32.9,15,,Umbuzeiros,Operativo
-9.886889,-41.120694,Brazil,32.9,14,,Baraunas I,Operativo
-9.847639,-41.053722,Brazil,32.9,14,,Banda do Couro,Operativo
-5.38275,-36.008778,Brazil,32,20,,Asa Branca V (Complexo Asa Branca),Operativo
-5.359611,-35.998694,Brazil,32,20,,Asa Branca VI (Complexo Asa Branca),Operativo
-5.329056,-35.991583,Brazil,32,20,,Asa Branca IV (Complexo Asa Branca),Operativo
-5.281194,-35.980417,Brazil,32,20,,Asa Branca VIII (Complexo Asa Branca),Operativo
-5.252833,-35.942972,Brazil,32,20,,Asa Branca VII (Complexo Asa Branca),Operativo
-12.130861,-41.291417,Brazil,31.8,6,,Ventos da Bahia XIV,Operativo
-4.505861,-37.764583,Brazil,31.5,15,,Enacel,Operativo
-6.884806,-36.824917,Brazil,31.5,15,,Lagoa 1 (Complejo Santa Luzia),Operativo
-6.852778,-36.795806,Brazil,31.5,15,,Lagoa 2 (Complejo Santa Luzia),Operativo
-6.902917,-36.76425,Brazil,31.5,15,,Canoas (Complejo Santa Luzia),Operativo
-14.391111,-42.593917,Brazil,31.4,17,,Inhambu,Operativo
-3.521528,-38.902639,Brazil,31.1,11,,Taiba (o Andorinha),Operativo
-9.886889,-41.120694,Brazil,31,NA,,Baraunas XX,En construccion
-11.974722,-41.522111,Brazil,30.8,NA,,Ventos da Bahia III,Operativo
-2.848889,-41.688028,Brazil,30.8,14,,Porto do Delta,Operativo
-30.018556,-50.335361,Brazil,30.5,13,,Los Indios 2,Operativo
-13.860889,-42.657472,Brazil,30.4,19,,Igapor,Operativo
-14.163861,-42.600972,Brazil,30.4,19,,Rio Verde,Operativo
-6.053528,-36.455556,Brazil,30,NA,,Santana I,Operativo
-26.591417,-51.810333,Brazil,30,20,,Salto (agua Doce),Operativo
-26.586333,-51.754611,Brazil,30,20,,Aquibat (complejo eolico Agua doce),Operativo
-26.599889,-51.726444,Brazil,30,20,,Cruz Alta (o agua Doce),Operativo
-28.446556,-49.608028,Brazil,30,20,,Rio do Ouro,Operativo
-28.419447,-49.574304,Brazil,30,20,,Bom Jardim,Operativo
-28.449778,-49.57425,Brazil,30,20,,Pulpito,Operativo
-2.891056,-39.980528,Brazil,30,20,,Buriti,Operativo
-2.916056,-39.954833,Brazil,30,20,,Cajucoco,Operativo
-5.39725,-35.874861,Brazil,30,19,,Eurus III (o Complejo Eurus),Operativo
-5.365111,-35.861833,Brazil,30,19,,Eurus I (o Complejo Eurus),Operativo
-30.840611,-55.724889,Brazil,30,15,,Cerro Chato I (o Coxilha Negra V),Operativo
-30.804944,-55.707806,Brazil,30,15,,Cerro Chato III (o Coxilha Negra VII),Operativo
-30.912972,-55.696972,Brazil,30,15,,Cerro Chato (o Capao do Ingls),Operativo
-30.848944,-55.695583,Brazil,30,15,,Cerro Chato II (o Coxilha Negra VI),Operativo
-33.664694,-53.416417,Brazil,30,15,,Chui IV,Operativo
-14.419694,-42.629528,Brazil,30,15,,Coqueirinho (o Guirapa),Operativo
-2.83425,-41.734778,Brazil,30,15,,CGE Delta 1 (Porto Salgado),Operativo
-11.85725,-41.47375,Brazil,30,15,,Damascena (o Serra Azul II),Operativo
-11.835194,-41.467611,Brazil,30,15,,Dois Riachos (o Serra Azul I),Operativo
-9.863833,-41.104167,Brazil,30,15,,Sete Gameleiras,Operativo
-9.874667,-41.093,Brazil,30,15,,Sao Pedro do Lago,Operativo
-10.065778,-40.980917,Brazil,30,15,,Delfina IV,Operativo
-10.0575,-40.978667,Brazil,30,15,,Delfina I,Operativo
-10.036944,-40.958611,Brazil,30,15,,Delfina II,Operativo
-10.029222,-40.951944,Brazil,30,15,,Delfina VI,Operativo
-10.004917,-40.933778,Brazil,30,15,,Delfina III,Operativo
-10.022861,-40.928361,Brazil,30,15,,Delfina V,Operativo
-7.510889,-40.734417,Brazil,30,15,,Ventos de Santa Joana XIV (Complexo Chapada do Piaui I II III),Operativo
-7.597667,-40.732472,Brazil,30,15,,Ventos de Santa Joana VIII (Complexo Chapada do Piaui I II III),Operativo
-7.594583,-40.730333,Brazil,30,15,,Ventos de Santo Onofre (parte II),Operativo
-7.555,-40.725667,Brazil,30,15,,Ventos de Santo Onofre (parte III),Operativo
-7.740917,-40.724333,Brazil,30,15,,Ventos de Santo Onofre (parte IV),Operativo
-7.569667,-40.703167,Brazil,30,15,,Ventos de Santa Joana II (Parte 1) (Complexo Chapada do Piaui I II III),Operativo
-10.606083,-40.654472,Brazil,30,15,,Ventos de Guaras I (Formosa complex),Operativo
-10.58325,-40.637444,Brazil,30,15,,Vento de Anorinha (Formosa complex),Operativo
-10.584124,-40.613722,Brazil,30,15,,Ventos de Morrinhos (Formosa complex),Operativo
-10.556667,-40.568667,Brazil,30,15,,Ventos do Sertao (Formosa complex),Operativo
-3.425389,-39.024056,Brazil,30,15,,Catabentos Paracuru II,Operativo
-6.056139,-36.552806,Brazil,30,15,,Calango 3 (Complejo eolico Calango),Operativo
-6.034917,-36.547944,Brazil,30,15,,Calango 1 (Complejo eolico Calango),Operativo
-6.023389,-36.489389,Brazil,30,15,,Calango 2 (Complejo eolico Calango),Operativo
-6.03025,-36.487972,Brazil,30,15,,Calango 5 (Complejo eolico Calango),Operativo
-6.019611,-36.47225,Brazil,30,15,,Calango 4 (Complejo eolico Calango),Operativo
-6.000528,-36.449806,Brazil,30,15,,Calango 6 (Complejo eolico Calango),Operativo
-5.371194,-36.090333,Brazil,30,15,,Jerico,Operativo
-5.051139,-35.968028,Brazil,30,15,,Dreen Olho D agua,Operativo
-5.391917,-35.833056,Brazil,30,15,,Eurus II (o Complejo Eurus),Operativo
-5.233694,-35.789917,Brazil,30,15,,Ventos de Santo Dimas,Operativo
-30.291889,-50.335,Brazil,30,10,,Atlantica IV,Operativo
-30.326528,-50.323361,Brazil,30,10,,Atlantica II,Operativo
-30.318778,-50.316083,Brazil,30,10,,Atlantica I,Operativo
-30.302528,-50.312306,Brazil,30,10,,Atlantica III,Operativo
-9.874583,-41.095694,Brazil,30,10,,Pedra Branca,Operativo
-3.623083,-40.996,Brazil,30,10,,Ventos de Santa Rosa,Operativo
-9.514,-40.888056,Brazil,30,10,,Pedra do Reino I,Operativo
-2.948139,-39.901139,Brazil,30,10,,Itarema IX,Operativo
-4.966444,-37.034639,Brazil,30,10,,Terral (BR),Operativo
-29.983722,-50.258222,Brazil,29.9,13,,Osorio 3 (o Ventos do Litoral),Operativo
-11.861556,-41.415639,Brazil,29.9,13,,Esperana (o Serra Azul IV),Operativo
-11.72475,-41.37375,Brazil,29.9,13,,Primavera,Operativo
-11.664,-41.363056,Brazil,29.9,13,,So Judas,Operativo
-7.791694,-40.728028,Brazil,29.9,13,,Ventos de So Virgilio 02,Operativo
-3.194861,-39.373389,Brazil,29.9,13,,Trairi (o Munda),Operativo
-3.196611,-39.369722,Brazil,29.9,13,,Trairi (o Fleixeiras),Operativo
-3.274028,-39.219806,Brazil,29.9,13,,Trairi (o Guajiru),Operativo
-7.303389,-40.536333,Brazil,29.7,NA,,Ventos de Santa Barbara,Operativo
-7.304694,-40.53,Brazil,29.7,NA,,Ventos de Santa Angelina,Operativo
-32.419194,-52.374028,Brazil,29.7,11,,Vento Aragano I (Corredor do Senandes I),Operativo
-32.38325,-52.354194,Brazil,29.7,11,,Corredor do Senandes IV,Operativo
